compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,corp_parent_id,corp_parent_name,corp_parent_type,hos_beds,hos_dsch,hos_res,hos_children,hos_majteach,hos_vmajteach,hos_teachint,hos_highdpp,hos_ucburden,hos_highuc,hos_ownership,hos_net_revenue,hos_total_revenue
CHSP00000142,360131,Alliance Community Hospital,200 East State Street,Alliance,OH,44601,1,HSI00000065,Aultman Health Foundation,Canton,OH,17774075,AULTMAN HEALTH FOUNDATION,INTEGRATED DELIVERY NETWORK (IDN),50,1253,9.12,0,0,0,0.1824,0,0.066389472,0,1,102444284,292237073
CHSP00000143,250151,Alliance Health Center,5000 Highway 39 North,Meridian,MS,39301,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),79,722,0,0,0,0,0,0,,0,5,54528469,83502655
CHSP00000144,250012,Alliance Healthcare System,1430 Highway 4 East,Holly Springs,MS,38635,1,,,,,N/A,N/A,N/A,20,206,0,0,0,0,0,0,0.0240043263,0,5,7831091,15282114
CHSP00000145,370030,Blackwell Regional Hospital,710 South 13th Street,Blackwell,OK,74631,1,HSI00001359,Stillwater Medical Center Authority,Stillwater,OK,22326353,STILLWATER MEDICAL CENTER AUTHORITY,INTEGRATED DELIVERY NETWORK (IDN),34,337,0,0,0,0,0,0,0.1082532717,1,3,7871866,58205419
CHSP00000146,370029,Alliancehealth Clinton,100 North 30th Street,Clinton,OK,73601,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00000147,370032,Integris Baptist Medical Center Portland Avenue,5501 N Portland Ave,Oklahoma City,OK,73112,1,HSI00000507,Integris Health,Oklahoma City,OK,17774097,INTEGRIS HEALTH,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00000148,370014,Alliancehealth Durant,1800 University Boulevard,Durant,OK,74701,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),105,5872,13.75,0,0,0,0.130952381,1,0.2067643578,1,5,109027412,1351520153
CHSP00000149,371326,Alliancehealth Madill,901 South Fifth Avenue,Madill,OK,73446,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),25,121,0,0,0,0,0,0,0.0984073727,0,5,16850194,64973677
CHSP00000150,370094,Ssm Health St Anthony Hospital - Mid,2825 Parklawn Drive,Midwest City,OK,73110,1,HSI00000902,SSM Health,Saint Louis,MO,17773664,SSM HEALTH,INTEGRATED DELIVERY NETWORK (IDN),126,6207,0,0,0,0,0,0,0.1631246829,1,1,133908309,1325671433
CHSP00000151,370006,Ponca City Medical Center,1900 North 14th Street,Ponca City,OK,74601,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),47,1938,0,0,0,0,0,0,0.0247526954,0,5,52880769,397242589
CHSP00000152,370015,Hillcrest Hospital Pryor,111 North Bailey Street,Pryor,OK,74361,1,HSI00000046,Ardent Health Services,Brentwood,TN,17847721,ARDENT HEALTH SERVICES,INTEGRATED DELIVERY NETWORK (IDN),21,447,0,0,0,0,0,1,0.1023647682,0,5,30608552,164332217
CHSP00000153,370229,Ssm Health Saint Anthony Hospital Seminole Campus,2401 W Wrangler Blvd,Seminole,OK,74868,1,HSI00000902,SSM Health,Saint Louis,MO,17773664,SSM HEALTH,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00000154,370002,Alliancehealth Woodward,900 17th Street,Woodward,OK,73801,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),40,920,0,0,0,0,0,0,0.088845601,0,5,40299955,235737508
CHSP00000155,393030,Allied Services Rehab Hospital,475 Morgan Highway,Scranton,PA,18508,0,,,,,N/A,N/A,N/A,50,673,1.26,0,0,0,0.0252,0,,0,1,26554546,45616993
CHSP00000156,050305,Alta Bates Medical Center,2450 Ashby Avenue,Berkeley,CA,94705,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),315,11202,0,0,0,0,0,1,0.0863139519,0,1,717328953,1976028279
CHSP00000157,050043,Summit Medical Center,350 Hawthorne Avenue,Oakland,CA,94609,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),251,11163,0,0,0,0,0,1,0.0567764684,0,1,550627543,2062674561
CHSP00000159,460044,Alta View Hospital,9660 South 1300 East,Sandy,UT,84094,1,HSI00000516,Intermountain Healthcare,Salt Lake City,UT,17774098,INTERMOUNTAIN HEALTH,INTEGRATED DELIVERY NETWORK (IDN),57,2876,0,0,0,0,0,0,0.0397684891,0,1,140382403,390176165
CHSP00000160,320003,Alta Vista Regional Hospital,104 Legion Drive,Las Vegas,NM,87701,1,HSI00000860,Quorum Health Corporation,Brentwood,TN,19733092,QUORUM HEALTH CORP,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00000162,140002,Alton Memorial Hospital,1 Memorial Drive,Alton,IL,62002,1,HSI00000070,BJC Healthcare,Saint Louis,MO,17773625,BJC HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),121,7898,13.14,0,0,0,0.1085950413,0,0.0594600312,0,1,187204994,755272427
CHSP00000163,144016,Alton Mental Health Center,4500 College Avenue,Alton,IL,62002,0,,,,,,,,134,90,0,0,0,0,0,0,,0,3,,
CHSP00000164,350019,Altru Health System-Altru Hospital,1200 South Columbia Road,Grand Forks,ND,58201,1,HSI00000032,Altru Health System,Grand Forks,ND,17830969,ALTRU HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),198,10160,28.75,0,0,0,0.1452020202,0,0.0042961533,0,1,606228574,1857469817
CHSP00000167,050757,Alvarado Hospital Medical Center,6655 Alvarado Road,San Diego,CA,92120,1,HSI00000845,Prime Healthcare Services,Ontario,CA,17844310,PRIME HEALTHCARE SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),226,5232,0,0,0,0,0,1,0.2081753572,1,5,110504628,505111659
CHSP00000168,054075,Alvarado Parkway Institute,7050 Parkway Drive,La Mesa,CA,91942,0,,,,,,,,66,2088,0,0,0,0,0,0,,0,5,35239737,104038011
CHSP00000169,45060F,Thomas E. Creek Department Of Veterans Affairs Medical Center,6010 West Amarillo Boulevard,Amarillo,TX,79106,0,,,,,18157312,VETERANS HEALTH ADMINISTRATION,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00000171,460023,American Fork Hospital,170 North 1100 East,American Fork,UT,84003,1,HSI00000516,Intermountain Healthcare,Salt Lake City,UT,17774098,INTERMOUNTAIN HEALTH,INTEGRATED DELIVERY NETWORK (IDN),90,6170,0,0,0,0,0,0,0.0368161585,0,1,249898200,622637487
CHSP00000173,521308,Amery Regional Medical Center,265 Griffin Street East,Amery,WI,54001,1,HSI00000464,HealthPartners,Minneapolis,MN,18961175,HEALTHPARTNERS INC,INTEGRATED DELIVERY NETWORK (IDN),25,926,0.63,0,0,0,0.0252,0,0.1465067848,1,1,76170618,151112794
CHSP00000174,420027,Anmed Health,800 North Fant Street,Anderson,SC,29621,1,HSI00001382,AnMed Health,Anderson,SC,18248081,ANMED HEALTH,INTEGRATED DELIVERY NETWORK (IDN),367,17249,33.5,0,0,0,0.091280654,0,0.044851323,0,1,596685283,2751351714
CHSP00000175,423029,Anmed Health Rehabilitation Hospital,1 Spring Back Way,Anderson,SC,29621,0,,,,,17774095,ENCOMPASS HEALTH,CORPORATE OWNER,60,1439,0,0,0,0,0,0,,0,5,27616306,37729999
CHSP00000177,050744,Anaheim Global Medical Center,1025 South Anaheim Boulevard,Anaheim,CA,92805,1,,,,,18401524,KPC HEALTHCARE INC,INTEGRATED DELIVERY NETWORK (IDN),103,1500,0,0,0,0,0,1,0.0789940435,0,5,80969798,294371925
CHSP00000178,114032,Southern Crescent Hospital,5454 Yorktowne Drive,Atlanta,GA,30349,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),122,4002,0,0,0,0,0,0,,0,5,26004411,78433865
CHSP00000179,314005,Ancora Psychiatric Hospital,301 Spring Garden Road,Hammonton,NJ,08037,0,,,,,,,,515,87,0,0,0,0,0,0,,0,3,8317561,8317561
CHSP00000180,010036,Andalusia Regional Hospital,849 South Three Notch Street,Andalusia,AL,36420,1,HSI00001475,ScionHealth,Louisville,KY,17773839,SCIONHEALTH,INTEGRATED DELIVERY NETWORK (IDN),83,2281,0,0,0,0,0,0,0.0430775946,0,5,,
CHSP00000181,171316,Anderson County Hospital,421 South Maple,Garnett,KS,66032,1,HSI00000935,Saint Lukes Health System,Kansas City,MO,17773506,SAINT LUKES HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),12,137,0,0,0,0,0,0,0.0719691156,0,1,27489873,43569361
CHSP00000182,140289,Anderson Hospital,6800 State Route 162,Maryville,IL,62062,1,HSI00001473,Anderson Medical Group,Maryville,IL,27941961,ANDERSON MEDICAL GROUP,INTEGRATED DELIVERY NETWORK (IDN),144,6147,0,0,0,0,0,0,0.0278505375,0,1,182086894,826748449
CHSP00000183,250104,Jeff Anderson Regional Medical Cente,2124 14th Street,Meridian,MS,39301,1,HSI00000034,Anderson Regional Health System,Meridian,MS,18359667,ANDERSON REGIONAL HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),270,7601,1.09,0,0,0,0.004037037,0,0.0267629836,0,1,220427864,809813943
CHSP00000184,250081,Anderson Regional Med Ctr-South Camp,1102 Constitution Avenue,Meridian,MS,39301,1,HSI00000034,Anderson Regional Health System,Meridian,MS,18359667,ANDERSON REGIONAL HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),33,1,0,0,0,0,0,0,0.0406177635,0,1,27350883,59919065
CHSP00000185,144021,Mcfarland Mental Health Chenter,901 East Southwind Road,Springfield,IL,62703,0,,,,,,,,142,143,0,0,0,0,0,0,,0,3,,
CHSP00000186,301310,Androscoggin Valley Hospital,59 Page Hill Road,Berlin,NH,03570,1,HSI00001447,North Country Healthcare,Whitefield,NH,26106991,NORTH COUNTRY HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),25,698,0,0,0,0,0,0,0.045767804,0,1,90373134,119829970
CHSP00000187,341326,Mh Angel Medical Center Lllp,120 Riverview Street,Franklin,NC,28734,1,HSI00000492,HCA Healthcare,Nashville,TN,17773631,HCA HEALTHCARE INC,INTEGRATED DELIVERY NETWORK (IDN),30,1716,0,0,0,0,0,0,0.0758097667,0,5,58916258,271863425
CHSP00000188,060117,Animas Surgical Hospital,575 Rivergate Lane,Durango,CO,81301,0,,,,,,,,12,1007,0,0,0,0,0,0,,0,5,47185843,174921227
CHSP00000189,143300,Ann & Robert H. Lurie Childrens Hos,225 East Chicago Avenue,Chicago,IL,60611,1,HSI00000036,Ann and Robert H Lurie Childrens Hospital of Chicago,Chicago,IL,17773934,ANN AND ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,INTEGRATED DELIVERY NETWORK (IDN),364,10291,293.05,1,1,1,0.8050824176,0,,0,1,1168670090,3596586385
CHSP00000190,220029,Anna Jaques Hospital,25 Highland Avenue,Newburyport,MA,01950,1,HSI00001416,Beth Israel Lahey Health,Cambridge,MA,25098984,BETH ISRAEL LAHEY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),116,5026,0,0,0,0,0,0,0.0464206393,0,1,143852674,309566163
CHSP00000191,210023,Anne Arundel Medical Center Inc.,2001 Medical Parkway,Annapolis,MD,21401,1,HSI00000038,Luminis Health,Annapolis,MD,17830970,LUMINIS HEALTH,INTEGRATED DELIVERY NETWORK (IDN),379,27188,64.12,0,0,0,0.169182058,0,,0,1,616606310,773096629
CHSP00000193,281314,Annie Jeffrey Mem. Cnty Hlth. Ctr.,531 Beebe Street,Osceola,NE,68651,1,,,,,,,,16,132,0,0,0,0,0,0,0.0384355295,0,3,7534354,8062817
CHSP00000195,244002,Anoka-Metro Regional Treatment Ctr.,3301 Seventh Avenue,Anoka,MN,55303,0,,,,,,,,110,274,0,0,0,0,0,0,,0,3,,
CHSP00000196,450078,Anson General Hospital,101 Avenue 'j',Anson,TX,79501,1,,,,,N/A,N/A,N/A,,,,,,,,,,,,,
CHSP00000197,281326,Antelope Memorial Hospital,102 West 9th Street,Neligh,NE,68756,1,,,,,N/A,N/A,N/A,17,141,0,0,0,0,0,0,0.0477824142,0,1,19274824,26156413
CHSP00000198,050056,Antelope Valley Hospital,1600 West Avenue 'j',Lancaster,CA,93534,1,HSI00001502,Antelope Valley Medical Center,Lancaster,CA,29644796,ANTELOPE VALLEY MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),393,18130,0,0,0,0,0,1,0.0362217359,0,3,496855608,2028877878
CHSP00000201,364015,Appalachian Rph - Athens Campus,100 Hospital Drive,Athens,OH,45701,0,,,,,,,,92,220,0,0,0,0,0,0,,0,3,,
CHSP00000202,241341,Appleton Municipal Hospital,30 South Behl Street,Appleton,MN,56208,1,,,,,,,,15,61,0,0,0,0,0,0,0.0241247748,0,3,16877495,22321196
CHSP00000203,520160,Thedacare Regional Medical Center Ap,1818 North Meade Street,Appleton,WI,54911,1,HSI00001092,ThedaCare,Appleton,WI,17836110,THEDACARE INC,INTEGRATED DELIVERY NETWORK (IDN),147,8475,13.08,0,0,0,0.0889795918,0,0.0564545605,0,1,425330905,1163601841
CHSP00000204,110071,Appling General Hospital,163 East Tollison Street,Baxley,GA,31513,1,,,,,18358297,APPLING HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),34,185,0,0,0,0,0,0,0.0670676418,0,3,27428021,54147448
CHSP00000205,224018,Human Resource Institute,227 Babcock Street,Brookline,MA,02446,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),66,1136,0,0,0,0,0,0,,0,5,35462150,54707820
CHSP00000206,224013,The Arbour Hospital,49 Robinwood Avenue,Boston,MA,02130,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),138,2014,0,0,0,0,0,0,,0,5,53884855,79106399
CHSP00000207,224021,Fuller Memorial Hospital,200 May Street,Attleboro,MA,02703,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),109,1672,0,0,0,0,0,0,,0,5,41339812,58307866
CHSP00000208,371328,Arbuckle Memorial Hospital,2011 West Broadway Street,Sulphur,OK,73086,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,347,0,0,0,0,0,0,0.1396007596,1,3,21787814,44229573
CHSP00000209,390115,Aria Health,10800 Knights Road,Philadelphia,PA,19114,1,HSI00000048,Jefferson Health,Philadelphia,PA,17773319,JEFFERSON HEALTH,INTEGRATED DELIVERY NETWORK (IDN),457,22180,118.31,0,1,0,0.2588840263,0,0.0307704589,0,1,600720342,2288020284
CHSP00000212,450871,Arise Austin Medical Center,3003 Bee Caves Road,Austin,TX,78746,0,,,,,18407985,ARISE HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),21,299,0,0,0,0,0,0,,0,5,24560056,142039793
CHSP00000214,030102,Abrazo Arizona Heart Hospital,1930 E Thomas Rd,Phoenix,AZ,85016,0,HSI00001066,Tenet Healthcare,Dallas,TX,17774121,TENET HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00000215,030112,Arizona Orthopedic Surgical Hospital,"2905 West Warner Road, Suite 1",Chandler,AZ,85224,0,HSI00001066,Tenet Healthcare,Dallas,TX,17774121,TENET HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),24,416,0,0,0,0,0,0,,0,5,29618792,174278842
CHSP00000216,030107,Az Spine & Joint Hospital,4620 East Baseline Road,Mesa,AZ,85206,0,,,,,18358507,SURGERY PARTNERS INC,INTEGRATED DELIVERY NETWORK (IDN),23,787,0,0,0,0,0,0,,0,5,51078000,266502000
CHSP00000217,034021,Arizona State Hospital,2500 East Van Buren Street,Phoenix,AZ,85008,0,,,,,,,,159,24,0,0,0,0,0,0,,0,3,,
CHSP00000219,043300,Arkansas Childrens Hospital,1 Children's Way,Little Rock,AR,72202,1,HSI00000050,Arkansas Childrens Hospital,Little Rock,AR,18294566,ARKANSAS CHILDRENS HOSPITAL,INTEGRATED DELIVERY NETWORK (IDN),326,10403,159.1,1,1,0,0.4880368098,0,,0,1,759433780,1392662965
CHSP00000221,040134,Arkansas Heart Hospital,1701 South Shackleford Road,Little Rock,AR,72211,0,,,,,29657270,ARKANSAS HEART HOSPITAL LLC,INTEGRATED DELIVERY NETWORK (IDN),112,4996,0,0,0,0,0,0,,0,5,206928268,678454080
CHSP00000222,040039,Arkansas Methodist Medical Center,900 West Kingshighway,Paragould,AR,72450,1,,,,,,,,114,2724,0,0,0,0,0,0,0.0444090391,0,2,68801834,241157683
CHSP00000223,044011,Arkansas State Hospital,305 South Palm Street,Little Rock,AR,72205,0,,,,,,,,230,213,0,0,0,0,0,0,,0,3,78883053,78883053
CHSP00000224,040147,Arkansas Surgical Hospital,5201 North Shore Drive,North Little Rock,AR,72118,0,,,,,,,,47,1625,0,0,0,0,0,0,,0,5,90474222,292728930
CHSP00000227,,Arms Acres,75 Seminary Hill Road,Carmel,NY,10512,0,,,,,22945217,ARMS ACRES INC,CORPORATE OWNER,,,,,,,,,,,,,
CHSP00000228,330090,Arnot-Ogden Medical Center,600 Roe Avenue,Elmira,NY,14905,1,HSI00000052,Arnot Health,Elmira,NY,18162204,ARNOT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),191,7297,104.86,0,1,0,0.5490052356,1,0.1085053382,1,1,306715088,914599081
CHSP00000230,200018,The Aroostook Medical Center,140 Academy Street,Presque Isle,ME,04769,1,HSI00000330,Northern Light Health,Brewer,ME,17773471,NORTHERN LIGHT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),44,1606,0,0,0,0,0,0,0.0194211522,0,1,153170177,502919471
CHSP00000232,364036,Arrowhead Hospital,1725 Timber Line Road,Maumee,OH,43537,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),48,1668,0,0,0,0,0,0,,0,5,10343560,19428740
CHSP00000233,050245,Arrowhead Regional Medical Center,400 North Pepper Avenue,Colton,CA,92324,1,HSI00000053,Arrowhead Regional Medical Center,Colton,CA,18200674,ARROWHEAD REGIONAL MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),366,18051,204.51,0,1,0,0.5587704918,1,0.1174255966,1,3,406363315,2895295038
CHSP00000234,050016,Arroyo Grande Community Hospital,345 S Halcyon Rd,Arroyo Grande,CA,93420,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00000235,320030,Artesia General Hospital,702 North 13th Street,Artesia,NM,88210,1,,,,,,,,25,452,0,0,0,0,0,0,0.1386793961,1,1,62951593,207096454
CHSP00000236,380005,Ashland Community Hospital,280 Maple Street,Ashland,OR,97520,1,HSI00000054,Asante Health System,Medford,OR,17817687,ASANTE HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),41,1527,0,0,0,0,0,1,0.0117371358,0,1,66320812,198676054
CHSP00000237,380018,Rogue Regional Medical Center,2825 East Barnett Road,Medford,OR,97504,1,HSI00000054,Asante Health System,Medford,OR,17817687,ASANTE HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),322,21968,0,0,0,0,0,1,0.0775377179,0,1,769137287,2672881031
CHSP00000238,380002,Three Rivers Medical Center,500 Sw Ramsey Avenue,Grants Pass,OR,97527,1,HSI00000054,Asante Health System,Medford,OR,17817687,ASANTE HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),126,8090,0,0,0,0,0,1,0.0862552575,0,1,276433061,1092831578
CHSP00000239,341325,Ashe Memorial Hospital,200 Hospital Avenue,Jefferson,NC,28640,1,HSI00000773,Novant Health,Winston Salem,NC,17773653,NOVANT HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),25,844,0,0,0,0,0,0,0.0483215606,0,1,47599628,104865982
CHSP00000240,342017,Asheville Specialty Hospital  Llc,"428 Biltmore Avenue, 4th Floor",Asheville,NC,28801,0,HSI00000492,HCA Healthcare,Nashville,TN,17773631,HCA HEALTHCARE INC,INTEGRATED DELIVERY NETWORK (IDN),34,305,0,0,0,0,0,0,,0,5,12484445,55106507
CHSP00000242,171304,Ashland Health Center,709 Oak Street,Ashland,KS,67831,1,,,,,17817689,GREAT PLAINS HEALTH ALLIANCE INC,INTEGRATED DELIVERY NETWORK (IDN),25,50,0,0,0,0,0,0,0.0447470797,0,3,9222831,6106527
CHSP00000243,041323,Ashley County Medical Center,1015 Unity Road,Crossett,AR,71635,1,,,,,30048849,ASHLEY COUNTY MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),25,798,0,0,0,0,0,0,0.0382855533,0,1,36562392,73831556
CHSP00000244,351322,Ashley Medical Center,612 North Center Avenue,Ashley,ND,58413,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),20,87,0,0,0,0,0,0,0.0088191617,0,1,9182038,9182039
CHSP00000245,460030,Ashley Regional Medical Center,150 West 100 North,Vernal,UT,84078,1,HSI00000584,Lifepoint Health,Brentwood,TN,17773643,LIFEPOINT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),39,1216,0,0,0,0,0,0,0.0276588719,0,5,64524163,170584490
CHSP00000246,360125,Ashtabula County Medical Center,2420 Lake Avenue,Ashtabula,OH,44004,1,HSI00001078,Cleveland Clinic,Cleveland,OH,17773973,CLEVELAND CLINIC,INTEGRATED DELIVERY NETWORK (IDN),105,4242,0,0,0,0,0,0,0.0386566806,0,1,150918586,548216591
CHSP00000247,061324,Aspen Valley Hospital District,0401 Castle Creek Road,Aspen,CO,81611,1,,,,,22251431,ASPEN VALLEY HOSPITAL,INTEGRATED DELIVERY NETWORK (IDN),25,634,0,0,0,0,0,0,0.0407675562,0,3,134308918,206057240
CHSP00000248,104067,Aspire Health Partners Inc,1800 Mercy Drive,Orlando,FL,32808,0,,,,,26177648,ASPIRE HEALTH PARTNERS INC,CORPORATE OWNER,90,2409,0,0,0,0,0,0,,0,1,102527436,266467581
CHSP00000250,670093,Aspire Hospital  Llc,"2006 South Loop 336 West, Suite 500",Conroe,TX,77304,0,,,,,,,,,,,0,,,,,,,5,13906938,51477608
CHSP00000251,231333,Aspirus Ironwood Hospital,N10561 Grandview Lane,Ironwood,MI,49938,1,HSI00000057,Aspirus,Wausau,WI,18259070,ASPIRUS INC,INTEGRATED DELIVERY NETWORK (IDN),25,783,0,0,0,0,0,0,0.0181598813,0,1,65438578,197138416
CHSP00000252,231318,Aspirus Iron River Hopsital & Clinic,1400 West Ice Lake Road,Iron River,MI,49935,1,HSI00000057,Aspirus,Wausau,WI,18259070,ASPIRUS INC,INTEGRATED DELIVERY NETWORK (IDN),25,429,0,0,0,0,0,0,0.1139114204,1,1,34459960,97514154
CHSP00000253,231319,Aspirus Keweenaw Hospital,205 Osceola Street,Laurium,MI,49913,1,HSI00000057,Aspirus,Wausau,WI,18259070,ASPIRUS INC,INTEGRATED DELIVERY NETWORK (IDN),25,956,0,0,0,0,0,0,0.0814145423,0,1,59090550,144714306
CHSP00000254,521350,Aspirus Langlade Hospital,112 East Fifth Avenue,Antigo,WI,54409,1,HSI00000057,Aspirus,Wausau,WI,18259070,ASPIRUS INC,INTEGRATED DELIVERY NETWORK (IDN),25,941,0,0,0,0,0,0,0.0611778631,0,1,103163840,253089120
CHSP00000255,521324,Aspirus Medford Hospital And Clinics,135 South Gibson Street,Medford,WI,54451,1,HSI00000057,Aspirus,Wausau,WI,18259070,ASPIRUS INC,INTEGRATED DELIVERY NETWORK (IDN),25,810,0,0,0,0,0,0,0.0352447122,0,1,86014294,186575675
CHSP00000256,231309,Aspirus Ontonagon Hospital,601 South Seventh Street,Ontonagon,MI,49953,1,HSI00000057,Aspirus,Wausau,WI,18259070,ASPIRUS INC,INTEGRATED DELIVERY NETWORK (IDN),18,74,0,0,0,0,0,0,0.1002737981,0,1,9870437,22144603
CHSP00000257,520033,Aspirus Riverview Hospital & Clinics,410 Dewey Street,Wisconsin Rapids,WI,54494,1,HSI00000057,Aspirus,Wausau,WI,18259070,ASPIRUS INC,INTEGRATED DELIVERY NETWORK (IDN),44,2517,0,0,0,0,0,0,0.0597651006,0,1,161258821,442185771
CHSP00000258,520030,Aspirus Wausau Hospital,333 Pine Ridge Boulevard,Wausau,WI,54401,1,HSI00000057,Aspirus,Wausau,WI,18259070,ASPIRUS INC,INTEGRATED DELIVERY NETWORK (IDN),239,10641,15.06,0,0,0,0.0630125523,0,0.0678954145,0,1,645744592,1906101945
CHSP00000259,191303,Our Lady Of The Lake Assumption Com,135 Highway 402,Napoleonville,LA,70390,1,HSI00000376,Franciscan Missionaries of Our Lady Health System,Baton Rouge,LA,17773637,FRANCISCAN MISSIONARIES OF OUR LADY HEALTH SYSTEM INC,INTEGRATED DELIVERY NETWORK (IDN),15,1,0,0,0,0,0,0,0.0551535341,0,2,11710283,14518637
CHSP00000260,,Atascadero State Hospital,10333 El Camino Real,Atascadero,CA,93422,0,,,,,,,,,,,,,,,,,,,,
CHSP00000261,171382,Atchison Hospital Association,800 Raven Hill Drive,Atchison,KS,66002,1,,,,,N/A,N/A,N/A,25,899,0,0,0,0,0,0,0.0567366302,0,1,49391189,122400006
CHSP00000262,110074,Piedmont Athens Regional Medical Ce,1199 Prince Avenue,Athens,GA,30606,1,HSI00000826,Piedmont Healthcare,Atlanta,GA,18080844,PIEDMONT HEALTHCARE INC,INTEGRATED DELIVERY NETWORK (IDN),391,21852,71.07,0,0,0,0.1817647059,0,0.0693212649,0,3,629812869,3024873008
